% generated: 2015.09.09 15:46:44

@relation "CheS-Mapper-Dataset"

@attribute "STRUCTURE_MolecularWeight_1651437192" numeric
@attribute "STRUCTURE_ChemicalType_139811304" {"defined organic","inorganic","organometallic"}
@attribute "apol_1959527413" numeric
@attribute "bpol_1752476945" numeric

@data
0.06261572424328929,"defined organic",0.10176362879079767,0.13729681144734338
0.04382070518420399,"defined organic",0.06451277528324134,0.10297260858550752
0.02975021488088707,"defined organic",0.05337904732836663,0.08581050715458961
0.09386020577798207,"defined organic",0.0913662561050633,0.07759675476975648
0.11102912031416151,"defined organic",0.11490794727593677,0.10887212952072745
0.13375912487147174,"defined organic",0.14363160531991534,0.1990341952681411
0.08528223105914312,"defined organic",0.09606031892542369,0.12264950222610582
0.2252059478560921,"defined organic",0.19716328623612847,0.1768828319345728
0.10308862230598335,"defined organic",0.0805911756348601,0.07702212162184707
0.08680500530905164,"defined organic",0.09625627090249789,0.14965478760771703
0.47763243242821063,"defined organic",0.19633777088845028,0.11011828916797156
0.2568310253245082,"defined organic",0.16494249589401996,0.05410476391107591
0.35439198569465397,"defined organic",0.17148840551692873,0.1070288638103818
0.14952179483825062,"defined organic",0.10180156692034509,0.06031528707222119
0.17955708568016587,"defined organic",0.09354331145275915,0.10606203394309728
0.4065485462883306,"defined organic",0.40631925471433394,0.330506455676527
0.06321953855964785,"defined organic",0.04385321414966797,0.058079824642500465
0.1635585446442623,"defined organic",0.24695278800755546,0.30551739817300744
0.06569743443350524,"defined organic",0.07786958274516938,0.11049236155581389
0.04569767655281462,"defined organic",0.045139852160578045,0.06336411518308609
0.06573101872480447,"defined organic",0.09676916292486203,0.1372968114473434
0.04227988914059751,"defined organic",0.07645979830605548,0.12013471001642548
0.23465641122168326,"defined organic",0.20095255307997625,0.14306099252795573
0.18516769300521219,"defined organic",0.15787703669873568,0.0924040275043363
0.25306146198668267,"defined organic",0.17264578695976562,0.08257004308441672
0.19925622510222707,"defined organic",0.15686778965372208,0.09313862416558795
0.17873692604543798,"defined organic",0.090826400223139,0.03162697422362119
0.15608853912628515,"defined organic",0.08438673508862465,0.03034914213041131
0.15608853912628515,"defined organic",0.08438673508862465,0.03034914213041131
0.14952179483825062,"defined organic",0.10180156692034505,0.06031528707222118
0.1518343466547117,"defined organic",0.08293740157011725,0.036911264764206815
0.12918588163255584,"defined organic",0.0764977364356029,0.03563343267099692
0.17873692604543798,"defined organic",0.090826400223139,0.03162697422362119
0.15608853912628515,"defined organic",0.08438673508862465,0.030349142130411306
0.12918588163255584,"defined organic",0.0764977364356029,0.03563343267099692
0.12918588163255584,"defined organic",0.0764977364356029,0.03563343267099692
0.06723942202215703,"defined organic",0.07118201380440128,0.06652581023336644
0.04221256435199306,"defined organic",0.03866063794667019,0.06652581023336646
0.14515068217115415,"defined organic",0.05710575301314224,0.07173783108126144
0.15607229370165668,"defined organic",0.05433436665425995,0.06209548262064987
0.07571555042505607,"defined organic",0.04803438494766419,0.058079824642500465
0.06164513822474217,"defined organic",0.03690065699278946,0.04091772321158253
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.1249316891609824,"defined organic",0.0750484029170955,0.04219555530479244
0.10228330224182954,"defined organic",0.06860873778258114,0.040917723211582546
0.13042803179260842,"defined organic",0.09424838614236339,0.06164021573935783
0.15870577075753275,"defined organic",0.14672227255412293,0.1680381502971298
0.13994175859064695,"defined organic",0.13025826085827252,0.15483541073966084
0.15947492913128763,"defined organic",0.1416923918587225,0.16697685255197717
0.07038837889797445,"defined organic",0.08508712811815831,0.0858105071545896
0.04227988914059751,"defined organic",0.0764597983060555,0.12013471001642548
0.11722604688288962,"defined organic",0.08601943536437287,0.07120406991009148
0.06961922052421954,"defined organic",0.09011700881355875,0.08921093473810476
0.21833452375327106,"defined organic",0.17467668379957887,0.1590427046771182
0.1518343466547117,"defined organic",0.08293740157011723,0.036911264764206815
0.12918588163255584,"defined organic",0.07649773643560288,0.035633432670996924
0.17203303288409788,"defined organic",0.1874472462801305,0.22425928510132362
0.1282123276998939,"defined organic",0.12293447099688913,0.15561087937765194
0.08057441634602129,"defined organic",0.10624520263436911,0.10637303616902269
0.23333857925170293,"defined organic",0.09010478853382001,0.05612044232913841
0.12841680136180397,"defined organic",0.08152761713100334,0.03903386025451206
0.1518343466547117,"defined organic",0.08293740157011723,0.036911264764206815
0.12918588163255584,"defined organic",0.0764977364356029,0.03563343267099692
0.18145030247340493,"defined organic",0.10422275676446055,0.042226953020743606
0.1828228846485033,"defined organic",0.15069490615521158,0.14588706169357604
0.23525264954674874,"defined organic",0.2313004604297984,0.2329754009413755
0.19143194436254476,"defined organic",0.1667876851465571,0.16432699521770383
0.09387317087648361,"defined organic",0.12429607291665755,0.1448165644176497
0.07039095629707415,"defined organic",0.08319986648614508,0.07544926089070197
0.10151414386807467,"defined organic",0.0736386184779816,0.04431815079509768
0.1116640196257226,"defined organic",0.07778437444651297,0.04843747618188888
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.1249316891609824,"defined organic",0.0750484029170955,0.04219555530479244
0.10228330224182954,"defined organic",0.06860873778258114,0.040917723211582546
0.14761116107533775,"defined organic",0.10227490986331574,0.08063908355341946
0.07581107039775127,"defined organic",0.056715824948934596,0.05661035658998257
0.09922861569065901,"defined organic",0.05812560938804849,0.054487761099677325
0.09534674023448865,"defined organic",0.07454988953445807,0.059006057263060116
0.12308838018667398,"defined organic",0.11332090621945146,0.13116775750966245
0.07038837889797445,"defined organic",0.08508712811815831,0.08581050715458961
0.2203959744150183,"defined organic",0.14538997532394995,0.12203697203504331
0.11799778265574422,"defined organic",0.07910229303695916,0.05744239606268869
0.11876694102949913,"defined organic",0.07407241234155873,0.05404196847917355
0.11722604688288962,"defined organic",0.08601943536437287,0.07120406991009148
0.050052465692279634,"defined organic",0.05978329763341615,0.07616815869397804
0.0563167170496122,"defined organic",0.06869394608123754,0.10297260858550755
0.11099545791985929,"defined organic",0.09600836709624412,0.08724830276114176
0.06961922052421954,"defined organic",0.09011700881355875,0.08921093473810476
0.10151414386807467,"defined organic",0.07363861847798157,0.04431815079509768
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.10228330224182954,"defined organic",0.06860873778258116,0.04091772321158253
0.07038837889797445,"defined organic",0.08508712811815831,0.08581050715458961
0.050052465692279634,"defined organic",0.05978329763341615,0.08368791166428438
0.08918222641201444,"defined organic",0.11707852754366854,0.1544589128782613
0.09230517498782569,"defined organic",0.06512400823423721,0.05902175612103572
0.06961922052421954,"defined organic",0.09011700881355875,0.08921093473810476
0.1116640196257226,"defined organic",0.07778437444651297,0.04843747618188888
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.13856659901644888,"defined organic",0.0856733730995347,0.043153185641303264
0.10228330224182954,"defined organic",0.06860873778258116,0.04091772321158253
0.113240997359728,"defined organic",0.08284966997137824,0.04771857837861281
0.11420908408217842,"defined organic",0.14959990340139967,0.1544589128782613
0.07038837889797445,"defined organic",0.08508712811815831,0.08581050715458961
0.11722604688288962,"defined organic",0.08601943536437287,0.07120406991009148
0.11099545791985929,"defined organic",0.0960083670962441,0.08724830276114176
0.07039095629707415,"defined organic",0.08319986648614508,0.07544926089070197
0.06961922052421954,"defined organic",0.09011700881355875,0.08921093473810476
0.1282123276998939,"defined organic",0.12293447099688909,0.11049236155581386
0.06958563623292034,"defined organic",0.07121742863386611,0.0779483542424067
0.07429345094604214,"defined organic",0.061032544924920704,0.07868295090365839
0.12273668236406855,"defined organic",0.08970425113971962,0.10571963400122074
0.12225197512731766,"defined organic",0.08055162655546658,0.05088027342889318
0.11918838483380266,"defined organic",0.09230269760120652,0.06927933497628155
0.08710749823975357,"defined organic",0.06993079062295603,0.04960244133568329
0.11573693502728333,"defined organic",0.10472306356699136,0.10676523288839779
0.10324092316187511,"defined organic",0.10054189276899515,0.09172572694778511
0.07116011467082904,"defined organic",0.07816998579074462,0.07204883330718682
0.09534931763358835,"defined organic",0.07266262790244485,0.0561645639694788
0.1898867545507691,"defined organic",0.14022849723044095,0.11255513654780312
0.0985163163031037,"defined organic",0.07442476721631355,0.08208337848717351
0.11419611898367686,"defined organic",0.1166700865898055,0.10888782837870303
0.09534931763358835,"defined organic",0.07266262790244482,0.056164563969478803
0.08833285625415656,"defined organic",0.05137943106808953,0.058679356179159155
0.1266921308490851,"defined organic",0.12085125738780171,0.12392733431931571
0.12743020422763746,"defined organic",0.09503453488069533,0.07584145761007707
0.12590352482757786,"defined organic",0.1451708287971497,0.08921093473810475
0.14932114822348863,"defined organic",0.14658061323626362,0.0870883392477995
0.0789689310159131,"defined organic",0.07850580366578469,0.07042860127210038
0.09228572734007336,"defined organic",0.08441369894818476,0.07456362551686717
0.10714209005979175,"defined organic",0.12681955546928608,0.08921093473810475
0.05318845746959548,"defined organic",0.04075859513557898,0.05740152408594926
0.11257251375686769,"defined organic",0.10107366262110937,0.0917100280898095
0.07257534108557707,"defined organic",0.028552876506571116,0.05303101697154865
0.17961800602252256,"defined organic",0.09152697572271994,0.05898710874148358
0.15703545993491677,"defined organic",0.1300331866616502,0.08735521983338448
0.0710345250419706,"defined organic",0.04049989952938524,0.07019311840246657
0.032865509362402234,"defined organic",0.04838458146243102,0.08581050715458963
0.06727191287141394,"defined organic",0.08482213990204791,0.13517421595703813
0.07146135795348264,"defined organic",0.04658505142915676,0.06464194727629598
0.15531938075253024,"defined organic",0.08941661578402509,0.049291439109757904
0.0847613621319933,"defined organic",0.06989537579349123,0.053721766722474494
0.10198198085617294,"defined organic",0.100193672144169,0.06336411518308607
0.0980291097702561,"defined organic",0.06715940426407373,0.04747984584537805
0.1629406717873599,"defined organic",0.11375685844301656,0.12099787247506817
0.050052465692279634,"defined organic",0.05978329763341615,0.07616815869397804
0.18302181299719886,"defined organic",0.2224750202806334,0.2531863304831583
0.10399196163892903,"defined organic",0.10765498707348302,0.11177019364902378
0.045361521227810446,"defined organic",0.05256575226042723,0.10085001309520232
0.08918222641201444,"defined organic",0.11707852754366858,0.1544589128782613
0.07668621454660622,"defined organic",0.11289735674567238,0.15445891287826127
0.07511173610869751,"defined organic",0.10594479958879388,0.1448165644176497
0.08760774797410573,"defined organic",0.11012597038679009,0.14481656441764973
0.11889885700160227,"defined organic",0.1515579946923426,0.19418027322009826
0.12047333543951098,"defined organic",0.1585105518492211,0.21886212762132248
0.25729847179759135,"defined organic",0.3009099942874883,0.25942825136025477
0.07591713427585434,"defined organic",0.11792723744107282,0.15785934046177644
0.07591713427585434,"defined organic",0.11792723744107282,0.15785934046177644
0.19163345011034,"defined organic",0.23668053763996566,0.26978949762414245
0.09881248289056091,"defined organic",0.06932297768198947,0.054583579079331326
0.1532391853700579,"defined organic",0.15545584685462022,0.12553186749642656
0.08208164809832856,"defined organic",0.07539859943186232,0.06240648484657525
0.05628305465530997,"defined organic",0.04979436590154491,0.07616815869397804
0.15622131423142155,"defined organic",0.10532152882810654,0.10540890650530994
0.09228572734007336,"defined organic",0.0844136989481848,0.0707958996027262
0.10560260176723664,"defined organic",0.0903215942305849,0.08905989602552161
0.18369388933819814,"defined organic",0.16411859149618788,0.10212784518841218
0.05477590100600573,"defined organic",0.08064096910405169,0.12013471001642548
0.03832818959972601,"defined organic",0.04868498450800625,0.06524797814015657
0.05477590100600573,"defined organic",0.08064096910405169,0.13517421595703813
0.09380850158998189,"defined organic",0.08460965092525896,0.07332666540039673
0.11645438921303805,"defined organic",0.09293657769178654,0.07744599078718793
0.09380850158998189,"defined organic",0.08460965092525896,0.07332666540039673
0.09380850158998189,"defined organic",0.08460965092525896,0.07332666540039673
0.11645438921303805,"defined organic",0.09293657769178654,0.07744599078718793
0.08054083205472208,"defined organic",0.08734562245467646,0.07956858627749318
0.0547422386117035,"defined organic",0.06174138892435904,0.09333026012489597
0.039099847269577596,"defined organic",0.04176784218059256,0.06702817368858524
0.08603451918424539,"defined organic",0.10843286731195759,0.08581050715458961
0.028947472215832958,"defined organic",0.03950934784407443,0.06524797814015657
0.04224622674629528,"defined organic",0.057560218126362854,0.1008500130952023
0.08680625495709998,"defined organic",0.10151572498454388,0.07204883330718682
0.11032345968186305,"defined organic",0.15436479588068977,0.21290603585138757
0.13055971345570253,"defined organic",0.12822933990839996,0.0870883392477995
0.14228656694735584,"defined organic",0.13744039140179662,0.10085001309520229
0.04609959460636282,"defined organic",0.026749029753320882,0.05276413638596367
0.09458023736283648,"defined organic",0.07769250859784528,0.05956499155299394
0.04455877856275635,"defined organic",0.038696052776135005,0.06992623781688159
0.14159902621175832,"defined organic",0.16475426500666132,0.2039982840520276
0.03832818959972601,"defined organic",0.048684984508006256,0.06524797814015657
0.15481366380796657,"defined organic",0.16240840401149875,0.14269396892734448
0.02191031354060048,"defined organic",0.03225638764162067,0.0686484057236717
0.09229877054157794,"defined organic",0.11734351575977901,0.12013471001642546
0.09229877054157794,"defined organic",0.11734351575977901,0.12013471001642548
0.05708962436751212,"defined organic",0.06703625783586992,0.07042860127210039
0.1212786555036648,"defined organic",0.17049298970150004,0.22438515069514287
0.05633475884331014,"defined organic",0.05655097108134926,0.09406485678614762
0.14539928402977131,"defined organic",0.13433318716787426,0.10085001309520228
0.39975358502546743,"defined organic",0.22405415777735588,0.14347566216252292
0.1626897268386521,"defined organic",0.2005433822459241,0.16125976804529157
0.1798729342243845,"defined organic",0.20856990596687633,0.21134237465101613
0.2296284522991767,"defined organic",0.18149171588852672,0.10579840302111326
0.14386104538526454,"defined organic",0.14439294855867515,0.09261136232161987
0.165771358925865,"defined organic",0.1766493362002958,0.15701457706468108
0.20637593865165316,"defined organic",0.18945783681039485,0.16881361893512087
0.1407793351950486,"defined organic",0.16828699460430344,0.12693556518345575
0.1392024355640462,"defined organic",0.1095172607358768,0.11874671118737189
0.1518343466547117,"defined organic",0.08293740157011723,0.036911264764206815
0.12918588163255584,"defined organic",0.0764977364356029,0.03563343267099692
0.18145030247340493,"defined organic",0.10422275676446055,0.042226953020743606
0.07039095629707415,"defined organic",0.08319986648614508,0.07544926089070197
0.10151414386807467,"defined organic",0.07363861847798157,0.04431815079509768
0.1116640196257226,"defined organic",0.07778437444651297,0.04843747618188888
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.1249316891609824,"defined organic",0.0750484029170955,0.04219555530479244
0.10228330224182954,"defined organic",0.06860873778258116,0.04091772321158253
0.12181639467946723,"defined organic",0.0800428687830311,0.05021767173031756
0.09069062970936702,"defined organic",0.09149137842320787,0.09120766463459071
0.07038837889797445,"defined organic",0.08508712811815831,0.08581050715458961
0.11722604688288962,"defined organic",0.08601943536437287,0.07120406991009148
0.06961922052421954,"defined organic",0.09011700881355875,0.08921093473810476
0.10151414386807467,"defined organic",0.07363861847798157,0.04431815079509768
0.12416003149113083,"defined organic",0.08196554524450918,0.04843747618188888
0.10228330224182954,"defined organic",0.06860873778258114,0.040917723211582546
0.07038837889797445,"defined organic",0.08508712811815831,0.08581050715458961
0.06961922052421954,"defined organic",0.09011700881355879,0.08921093473810476
0.08288439076338266,"defined organic",0.08926829891615451,0.10836976606550865
0.12667408905538713,"defined organic",0.13299423238769,0.14269396892734446
0.1008173088751176,"defined organic",0.07227162065824319,0.07463427037775731
0.1836977944883492,"defined organic",0.15508461415011532,0.167535786841911
0.08353053690737881,"defined organic",0.044681070327381466,0.07019311840246657
0.22868129718153601,"defined organic",0.10178682334052369,0.10760674662189218
0.11947892800504233,"defined organic",0.07443105982623024,0.06055076994185499
0.15703545993491677,"defined organic",0.1300331866616502,0.08735521983338448
0.04569767655281462,"defined organic",0.045139852160578045,0.06336411518308609
0.14479718797947924,"defined organic",0.07568444136766347,0.058192691581915944
0.0980291097702561,"defined organic",0.06715940426407373,0.04747984584537805
0.08556668219614709,"defined organic",0.08187781364577017,0.06676454276660121
0.04489493388776052,"defined organic",0.03127015267628584,0.04280158616865302
0.04489493388776052,"defined organic",0.03127015267628584,0.04280158616865302
0.08556668219614709,"defined organic",0.08187781364577017,0.06676454276660122
0.10402562403323128,"defined organic",0.12655456725317565,0.14425763012771592
0.08211523238962777,"defined organic",0.09429817961155496,0.10993342726588004
0.09307042821142952,"defined organic",0.1104263734323653,0.11673428243291033
0.11963810192519997,"defined organic",0.13100072626728226,0.0995721810019924
0.11645438921303805,"defined organic",0.09293657769178658,0.07744599078718792
0.13605222904018047,"defined organic",0.1440571306836351,0.15773347486795716
0.11645438921303805,"defined organic",0.09293657769178658,0.07744599078718793
0.12423493227102837,"defined organic",0.0736814050973571,0.07251167488745207
0.03832818959972601,"defined organic",0.04868498450800625,0.06524797814015657
0.12509703321837873,"defined organic",0.12792893686282475,0.14057137343703924
0.047708906983619064,"defined organic",0.05786062117193808,0.07042860127210038
0.11102654291506181,"defined organic",0.11679520890795003,0.10836976606550865
0.1540302906876618,"defined organic",0.12924901381325896,0.15557000740091248
0.1402753365165514,"defined organic",0.12471962239043659,0.10932739640201947
0.09385762837888237,"defined organic",0.09325351773707656,0.09406485678614761
0.13927093189769602,"defined organic",0.1938741437247641,0.2127460723380453
0.19925622510222707,"defined organic",0.15686778965372208,0.1260748281983702
0.170428719099035,"defined organic",0.16496730139359211,0.12157250562297758
0.17364492266045384,"defined organic",0.2166715760667344,0.21986685453176008
0.18362945436070544,"defined organic",0.16793679808953657,0.0992048826713666
0.12982421747624986,"defined organic",0.15215880078349306,0.10977346375253781
0.13136503351985632,"defined organic",0.14021177776067895,0.10765086826223255
0.25500279022978295,"defined organic",0.3023717305557819,0.2753282195559384
0.14391274957326472,"defined organic",0.1511495537384795,0.11050806041378945
0.12972205874829784,"defined organic",0.09020060616236908,0.07120406991009148
0.04064331881528679,"defined organic",0.027933557525765183,0.0446854491257235
0.09534931763358835,"defined organic",0.07266262790244485,0.0561645639694788
0.14232022934165808,"defined organic",0.1563399715814893,0.12013471001642546
0.10714209005979175,"defined organic",0.12681955546928605,0.08921093473810475
0.19866795328346978,"defined organic",0.2458207594744326,0.23814682454254563
0.19866795328346978,"defined organic",0.2458207594744326,0.23814682454254563
0.15703545993491677,"defined organic",0.1300331866616502,0.08735521983338448
0.09223144575297348,"defined organic",0.07954435540039372,0.06652581023336644
0.10975596326190944,"defined organic",0.07637045575747038,0.05088027342889318
0.18628198854931874,"defined organic",0.09219123968288939,0.06850521644007634
0.15113751166175465,"defined organic",0.08157040375037884,0.06722738434686645
0.11599311287719358,"defined organic",0.0709495678178683,0.06594955225365656
0.0847613621319933,"defined organic",0.06989537579349121,0.053721766722474494
0.0980291097702561,"defined organic",0.06715940426407373,0.04747984584537805
0.0863384179690017,"defined organic",0.07496067131835649,0.05300286891919843
0.1407767577959489,"defined organic",0.17017425623631666,0.1372968114473434
0.1556215612712201,"defined organic",0.17250358023176446,0.18966197705671545
0.15093178835179621,"defined organic",0.17054548894082155,0.15461887639160352
0.12355738871981758,"defined organic",0.14513541396768492,0.0858105071545896
0.2807832637761006,"defined organic",0.34011893908598767,0.29587504971239587
0.2776343850032862,"defined organic",0.3262138247722306,0.279431846084754
0.18761450388386708,"defined organic",0.17110656348253117,0.14057137343703924
0.05241672169674088,"defined organic",0.04767573746299266,0.07116319793335205
0.09380850158998189,"defined organic",0.08460965092525896,0.07332666540039673
0.09380850158998189,"defined organic",0.08460965092525896,0.07332666540039673
0.11645438921303805,"defined organic",0.09293657769178654,0.07744599078718792
0.039099847269577596,"defined organic",0.04176784218059256,0.06702817368858525
0.18067942583358362,"defined organic",0.22581179790120134,0.185382688156582
0.11722604688288962,"defined organic",0.08601943536437287,0.06368431693978514
0.09458023736283648,"defined organic",0.07769250859784528,0.05956499155299394
0.09458023736283648,"defined organic",0.07769250859784528,0.05956499155299394
0.13675921742353034,"defined organic",0.09745356636482283,0.06780364232657635
0.12580144420262887,"defined organic",0.08321263417602573,0.06568104683627111
0.125032363931877,"defined organic",0.08824251487142619,0.06440321474306121
0.13611947572578192,"defined organic",0.18185629104302037,0.18878311574009715
0.03832818959972601,"defined organic",0.048684984508006256,0.06524797814015657
0.05946684547047491,"defined organic",0.08785851447704064,0.10297260858550754
0.08445886920129135,"defined organic",0.09622085607303305,0.13305162046673288
0.13052487951635497,"defined organic",0.10407030564666128,0.11248909145229985
0.07347001098518738,"defined organic",0.06119308207253005,0.07404556320367278
0.0859660228505956,"defined organic",0.06537425287052626,0.07404556320367278
0.1250633708240765,"defined organic",0.10902935668313206,0.0912076646345907
0.20181691015928716,"defined organic",0.2597258737881897,0.2649512744340751
0.15710942347877804,"defined organic",0.10724222939964388,0.11323938697152708
0.07116011467082904,"defined organic",0.07816998579074463,0.07204883330718682
0.09457765996373678,"defined organic",0.0795797702298585,0.062406484846575246
0.16570551809431797,"defined organic",0.13170346012685125,0.15661560628808954
0.21482707409358537,"defined organic",0.14183423364662906,0.1553188256733031
0.10509985273678779,"defined organic",0.09331194464622013,0.07890598457891754
